"id","ClassCode","ClassIndex","Class","FullClass","Detail","TypeID","EngineSize","ClassYear","Gear","Drive","SeatPad","SideGlass","AirBag","CentalLock","FrontBrake","RearBrake","ABS","Protect","OilSize","OilType","BattID","TireID","RainID","DWidth","DLong","DHeight","Price","Pic1","Pic2","Pic3","Pic4","Comment","RateTrip","sDay","sWeek","sMonth","l12","l24","l36","l48","l60","sDay1","sWeek1","sMonth1","L121","L241","L361","L481","L601","sDay2","sWeek2","sMonth2","L122","L242","L362","L482","L602","CarSalePriceStandard","LastSalePrice","LastSaleDate","LastSaleRef","Active","safety","commentCar","carPrice","discountCarPrice","remainCarPrice","priceYear1","priceYear2","priceYear3","RankingRate"
1384,TYCRL00017,17,ALTIS 1.8 HV Premium IMP'21 B2,TOYOTA COROLLA ALTIS 1.8 HV Premium IMP'21 B2,"ข้อมูล วันที่ 11 ม.ค. 2564  Improvement 2021 Suffix B2 ,1.8 ลิตร ไฮบริด เกียร์ E-CVT 1,กำลังมอเตอร์ไฟฟ้า 90/122 มาตรฐานยูโร 5",185,"1798.0000",2021,28,31,160,168,164,79,36,38,0,152,"43.0000","รองรับน้ำมัน E20 ,E85",0,179,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Platinum White Pearl 089 = 1,004,000 บาท Metallic =994,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1385,TYCRL00018,18,ALTIS 1.8 HV Smart IMP'21 A1,TOYOTA COROLLA ALTIS 1.8 HV Smart IMP'21 A1,"ข้อมูล วันที่ 11 ม.ค. 2564  Improvement 2021 Suffix A1 ,1.8 ลิตร ไฮบริด เกียร์ E-CVT 1,กำลังมอเตอร์ไฟฟ้า 90/122 มาตรฐานยูโร 5",185,"1798.0000",2021,28,31,160,168,164,79,36,38,46,152,"43.0000","รองรับน้ำมัน E20 ,E85",0,179,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Platinum White Pearl 089 = 949,000 บาท Metallic =939,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1386,TYCRL00019,19,ALTIS 1.8 GR SPORT IMP'21 A2,TOYOTA COROLLA ALTIS 1.8 GR SPORT IMP'21 A2,"ข้อมูล วันที่ 11 ม.ค. 2564 Improvement 2021 Suffix A2 ,1.8 ลิตร เกียร์ SUPER CVTพร้อม Sequential shift 1,798 ซีซี  140 แรงม้า มาตรฐานยูโร 5",185,"1798.0000",2021,28,31,159,168,164,79,36,38,46,154,"50.0000","รองรับน้ำมัน E20 ,E85",0,198,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Platinum White Pearl 089 = 1,019,000 บาท Metallic =1,009,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1387,TYCRL00020,20,ALTIS 1.8 SPORT IMP'21 B1,TOYOTA COROLLA ALTIS 1.8 SPORT IMP'21 B1,"ข้อมูล วันที่ 11 ม.ค. 2564  Improvement 2021 ,Suffix B1 ,1.8 ลิตร เกียร์ SUPER CVTพร้อม Sequential shift 1,798 ซีซี  140 แรงม้า มาตรฐานยูโร 5",185,"1798.0000",2021,28,31,160,168,164,79,36,38,46,152,"50.0000","รองรับน้ำมัน E20 ,E85",0,179,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Platinum White Pearl 089 =974 ,000 บาท Metallic =964,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1388,TYCRL00021,21,ALTIS 1.6G IMP'21 C1,TOYOTA COROLLA ALTIS 1.6G IMP'21 C1,"ข้อมูล วันที่ 11 ม.ค. 2564  Improvement 2021 Suffix C1 ,1.6 ลิตร  เกียร์ SUPER CVTพร้อม Sequential shift  ,122 แรงม้า  มาตรฐานยูโร 5)",185,"1598.0000",2021,28,31,160,34,164,79,36,38,46,152,"50.0000","รองรับน้ำมัน E20 ,E85",0,179,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน = 879,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","879000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1389,BMG3000003,3,e M Sport (LCI) MC'21,BMW 530 e M Sport (LCI) MC'21,"รหัสรุ่น G30 (CKD) ประกอบในประเทศ ข้อมูล  ม.ค. 2564 (Minor Change 2021) ,Plug-in Hybrid",169,"1998.0000",2021,28,30,32,34,88,79,36,38,46,103,"70.0000",เบนซิน,0,173,0,0,0,0,"0.0000","","","","",Life Cycle Impulse (LCI) คือการเปลี่ยนหน้า เปลี่ยนหลัง เพิ่มออปชั่น เปลี่ยนล้อ ให้ดูทันสมัยมากยิ่งขึ้น แต่จะคงตัวถังเดิมเอาไว้,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3849000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1390,BEW21100012,12,d AMG Sport (Facelift) MC'21,MERCEDES BENZ E 220 d AMG Sport (Facelift) MC'21,"(CKD) ประกอบในประเทศ ข้อมูล ณ วันที่ 1 ก.พ. 2564 (Facelif ,Minor Change 2021)",2,"1950.0000",2021,28,30,32,169,52,79,36,38,46,69,"66.0000",ดีเซล,0,173,0,0,0,0,"0.0000","","","","","ข้อมูล เดือน มิ.ย. 2565 เบนซ์ประเทศไทย ปรับราคาขายมาตรฐานขึ้น 29,000 บาท คือ3,540,000+29,000=3,569,000 บาท ณ ปัจจุบัน","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3569000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1391,BEW212.00010,10,e Avantgarde (Facelift) MC'21,MERCEDES BENZ E 300 e Avantgarde (Facelift) MC'21,"(CKD) ประกอบในประเทศ ข้อมูล ณ วันที่ 1 ก.พ. 2564 (Facelif ,Minor Change 2021)",121,"1991.0000",2021,28,30,32,169,52,79,36,38,46,69,"60.0000",เบนซิน,0,174,0,0,0,0,"0.0000","","","","","ข้อมูล เดือน มิ.ย. 2565 เบนซ์ประเทศไทย ปรับราคาขายมาตรฐานขึ้น 109,000 บาท คือ3,190,000+109,000=3,299,000 บาท ณ ปัจจุบัน","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3299000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1392,BEW212.00011,11,e AMG Dynamic (Facelift) MC'21,MERCEDES BENZ E 300 e AMG Dynamic (Facelift) MC'21,"(CKD) ประกอบในประเทศ ข้อมูล ณ วันที่ 1 ก.พ. 2564 (Facelif ,Minor Change 2021) Plug-in Hybrid",121,"1991.0000",2021,28,30,32,169,52,79,36,38,46,69,"60.0000",เบนซิน,0,173,0,0,0,0,"0.0000","","","","","ข้อมูล เดือน มิ.ย. 2565 เบนซ์ประเทศไทย ปรับราคาขายมาตรฐานขึ้น 129,000 บาท คือ3,770,000+129,000=3,899,000 บาท ณ ปัจจุบัน","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3899000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1393,PO91100001,1,"4 e-hybrid Executive",PORSCHE Panamera 4 e-hybrid Executive,ประกอบนอกประเทศ ข้อมูล ณ เดือน ก.พ. 2564  Plug-in Hybrid V6 DOHC 24 วาล์ว กำลังสูงสุด 330 แรงม้า แรงบิด 450 นิวตันเมตร,197,"2894.0000",2021,28,81,32,169,138,79,36,38,46,174,"80.0000","เบนซิน 95 ,แก๊สโซฮอล์ 95 (E10)",0,215,0,0,0,0,"0.0000","","","","",พร้อมมอเตอร์ไฟฟ้าขนาด 136 แรงม้า(ขับด้วยมอเตอร์ไฟฟ้าเพียงอย่างเดียว ระยะทางถึง 50 กม.) ระบบช่วงล่างแบบถุงลม ความเร็วสูงสุด: 280 กม./ชม,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7700000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1394,HI00400024,24,Victor Neo FG8JT1A-JGT,HINO 4x2 ชนิด 6 ล้อ Victor Neo FG8JT1A-JGT,"240 แรงม้า มาตรฐานไอเสีย ยูโร 3 ระยะต่อตัวถัง 8,725 มม., วิทยุ CD + MP3 และUSB , แอร์ เด็นโซ่",83,"7684.0000",2019,162,115,100,35,151,44,116,117,74,75,"200.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","ข้อมูลวันที่ 6 ม.ค. 2564 ราคามาตรฐาน 2,040,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2040000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1395,HDH100039,39,"1.8 EL MODEL 2020",HONDA CIVIC 1.8 EL MODEL 2020,"ข้อมูลจากโบชัวร์ มี.ค. 2563 (2020) เครื่องยนต์เบนซิน 1.8 ลิตร SOHC 4 สูบ 16 วาล์ว i-VTEC ,กำลังสูงสุด 140(141)/6,500 ,เกียร์ E-CVT",11,"1799.0000",2020,28,31,84,169,138,79,36,38,46,146,"47.0000","เบนซิน E85 ,E20",0,216,0,0,0,0,"0.0000","","","","","สี Platinum White Pearl (NH-883P) บวกเพิ่ม 10,000 บาท และสี Crystal Black Pearl (NH-731P) บวกเพิ่ม 6,000 บาท Years Warranty  3 ปี 100,000 Km.","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","964000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1396,HDH400002,2,"1.8 E MODEL 2020",HONDA HR-V 1.8 E MODEL 2020,"ข้อมูลจากโบชัวร์ ก.ค. 2563 (2020) เครื่องยนต์เบนซิน 1.8 ลิตร SOHC 4 สูบ 16 วาล์ว i-VTEC ,กำลังสูงสุด 140(141)/6,500 ,เกียร์ CVT",155,"1799.0000",2020,28,31,101,169,138,79,36,38,46,146,"50.0000","เบนซิน E85 ,E20",0,217,0,0,0,0,"0.0000","","","","","สี Platinum White Pearl (NH-883P) บวกเพิ่ม 10,000 บาท และสี Crystal Black Pearl (NH-731P) บวกเพิ่ม 6,000 บาท Years Warranty  3 ปี 100,000 Km.","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","949000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1397,BMB300007,7,d M Sport (LCI) MC'21,BMW 520 d M Sport (LCI) MC'21,รหัสรุ่น G30 (CKD) ประกอบในประเทศ ข้อมูล  ม.ค. 2564 (Minor Change 2021),92,"1995.0000",2021,28,30,32,169,88,79,36,38,46,103,"70.0000",ดีเซล,0,174,0,0,0,0,"0.0000","","","","","ข้อมูล เดือน ม. ค. 2565 ปรับราคา(BSI) ขึ้น 10,000 บาท คือ 3,649,000+10,000=3,659,000 บาท ณ ปัจจุบัน","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","3659000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1398,TYLA00086,86,"300 ZX 3.5L Petrol 7 seater",TOYOTA LAND CRUISER 300 ZX 3.5L Petrol 7 seater,"ข้อมูล ณ เดือน มิ.ย. 2564 (Car Mode: 3BA-VJA300W ,Model: GNUZZ) Petrol: VJA300 V35A-FTS 3.5-litre twin-turbo petrol V6 (กำลังสูงสุด 305(415)5,200",37,"3444.0000",2021,28,29,64,169,138,79,36,38,46,49,"80.0000",เบนซิน,0,218,0,0,0,0,"0.0000","","","","","Interior Color:  Black ,Seat surfaee: Leather","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7800000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1399,"BEV221,00006",6,d AMG Premium 2021,MERCEDES BENZ S 350 d AMG Premium 2021,(CKD) ประกอบในประเทศ ข้อมูล ณ วันที่ 1 พ.ค. 2564 New Model  2021),88,"2925.0000",2021,28,30,32,169,171,79,36,38,46,69,"76.0000",ดีเซล,0,219,0,0,0,0,"0.0000","","","","","เกียร์เดินหน้า 9 จังหวะ (9G - TRONIC) ดีเซลแบบแถวเรียง/6สูบ เทอร์โบพร้อมอินเตอร์คลูเลอร์ แรงบิดสูงสุด 210 (286)/3,400-4,600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7190000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1400,"BEV221,00007",7,d Exclusive 2021,MERCEDES BENZ S 350 d Exclusive 2021,(CKD) ประกอบในประเทศ ข้อมูล ณ วันที่ 1 พ.ค. 2564 New Model  2021),88,"2925.0000",2021,28,30,32,169,171,79,36,38,46,69,"76.0000",ดีเซล,0,220,0,0,0,0,"0.0000","","","","","เกียร์เดินหน้า 9 จังหวะ (9G - TRONIC) ดีเซลแบบแถวเรียง/6สูบ เทอร์โบพร้อมอินเตอร์คลูเลอร์ แรงบิดสูงสุด 210 (286)/3,400-4,600","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","6690000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1401,VXC6000002,2,Recharge T8 AWD R-Design Expression,VOLVO XC60 Recharge T8 AWD R-Design Expression,(CBU) ประกอบนอกประเทศ ข้อมูล ณ วันที่ 22 มี.ค. 2564 (2021) Plug-in Hybrid,142,"1969.0000",2021,28,82,108,169,138,79,36,38,46,58,"70.0000",เบนซิน95 และE10,0,214,0,0,0,0,"0.0000","","","","",เครื่องยนต์ Drive E เบนซิน 2 ลิตร 4 สูบพร้อมซุปเปอร์ชาร์จ เทอร์โบชาร์จ และมอเตอร์ไฟฟ้า เกียร์อัตโนมัติ 8 สปีดพร้อมเกียร์ทรอนิก,"0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2990000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1424,MGMG600010,10,GC 2.0 C 6MT (MCE'21),MG EXTENDER GC 2.0 C 6MT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler,1,996 ซีซี  แรงม้าสูงสุด119(161)/4,000,Euro 4",195,"1996.0000",2021,162,29,63,168,41,79,36,38,46,39,"73.0000",ดีเซล,0,208,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","559000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1425,MGMG600011,11,GC 2.0 D 6MT (MCE'21),MG EXTENDER GC 2.0 D 6MT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,162,29,63,168,41,79,36,38,46,39,"73.0000",ดีเซล,0,209,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","629000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1426,MGMG600012,12,GC GRAND 2.0 D 6MT (MCE'21),MG EXTENDER GC GRAND 2.0 D 6MT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,162,29,63,169,41,79,36,38,46,39,"73.0000",ดีเซล,0,206,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","669000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1427,MGMG600013,13,GC GRAND 2.0 D 6AT (MCE'21),MG EXTENDER GC GRAND 2.0 D 6AT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,28,29,63,169,41,79,36,38,46,39,"73.0000",ดีเซล,0,206,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","729000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1428,MGMG600014,14,GC GRAND 2.0 X 6MT (MCE'21),MG EXTENDER GC GRAND 2.0 X 6MT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,162,29,175,169,41,0,0,0,46,39,"73.0000",ดีเซล,0,207,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","739000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1429,MGMG600015,15,DC GRAND 2.0 D 6MT (MCE'21),MG EXTENDER DC GRAND 2.0 D 6MT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,162,29,63,169,41,79,36,38,46,39,"73.0000",ดีเซล,0,206,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","769000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1430,MGMG600016,16,DC GRAND 2.0 X 6AT (MCE'21),MG EXTENDER DC GRAND 2.0 X 6AT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,28,29,175,169,41,79,36,38,46,39,"73.0000",ดีเซล,0,207,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","889000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1431,MGMG600017,17,DC GRAND 2.0 4WD X 6AT (MCE'21),MG EXTENDER DC GRAND 2.0 4WD X 6AT (MCE'21),"ข้อมูล ส.ค.2564 (2021) เครื่องยนต์ดีเซล 2.0L 4 Cylinders DOHC 16 Valve Turbo Intercooler, 1,996 ซีซี  แรงม้าสูงสุด 119(161)/4,000 ,Euro 4",195,"1996.0000",2021,28,29,175,169,138,79,36,38,46,39,"73.0000",ดีเซล,0,207,0,0,0,0,"0.0000","","","","","รับประกันคุณภาพตัวรถ  4 ปี หรือ 120,000 กิโลเมตร","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1039000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1432,TY00100128,128,"2.8 GR Sport 4WD C2",TOYOTA FORTUNER 2.8 GR Sport 4WD C2,ข้อมูล วันที่ 26 ส.ค. 2564 NEW 2021 (เพิ่มรุ่นใหม่ GR Sport) Suffix C2,31,"2755.0000",2021,28,29,177,169,164,79,36,38,46,154,"80.0000",ดีเซล,0,177,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน White Pearl Crystal Black Top 2QJ และEmotional Red II Black Top 2SC= 1,899,000 บาท Metallic = = 1,899,000 บาท Metallic = 1,879,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1433,TY00100129,129,"2.4V 4WD IMP'21 A2",TOYOTA FORTUNER 2.4V 4WD IMP'21 A2,ข้อมูล วันที่ 26 ส.ค. 2564  รุ่นปรับปรุงใหม่ ปี 2564 (Improvement 2021) Suffix A2,31,"2393.0000",2021,28,29,101,169,164,79,36,38,46,154,"80.0000",ดีเซล,0,176,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Emotional Red II  3U5 และWhite Pearl = 1,548,000 บาท Metallic = 1,536,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
1434,TY00100130,130,"2.4V 2WD IMP'21 A2",TOYOTA FORTUNER 2.4V 2WD IMP'21 A2,ข้อมูล วันที่ 26 ส.ค. 2564  รุ่นปรับปรุงใหม่ ปี 2564 (Improvement 2021) Suffix A2,31,"2393.0000",2021,28,30,101,169,164,79,36,38,46,154,"80.0000",ดีเซล,0,176,0,0,0,0,"0.0000","","","","","ราคาตั้งมาตรฐาน Emotional Red II  3U5 และWhite Pearl = 1,478,000 บาท Metallic = 1,466,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
