"id","ClassCode","ClassIndex","Class","FullClass","Detail","TypeID","EngineSize","ClassYear","Gear","Drive","SeatPad","SideGlass","AirBag","CentalLock","FrontBrake","RearBrake","ABS","Protect","OilSize","OilType","BattID","TireID","RainID","DWidth","DLong","DHeight","Price","Pic1","Pic2","Pic3","Pic4","Comment","RateTrip","sDay","sWeek","sMonth","l12","l24","l36","l48","l60","sDay1","sWeek1","sMonth1","L121","L241","L361","L481","L601","sDay2","sWeek2","sMonth2","L122","L242","L362","L482","L602","CarSalePriceStandard","LastSalePrice","LastSaleDate","LastSaleRef","Active","safety","commentCar","carPrice","discountCarPrice","remainCarPrice","priceYear1","priceYear2","priceYear3","RankingRate"
499,TY00300179,179,CHAMP DOUBLE CAB 2.5 E VN TURBO 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E VN TURBO 2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2494.0000",2012,27,30,76,34,73,79,36,37,74,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 740,000 สีขาวราคา 733,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","330000.0000",2018-07-17 00:00:00.000,"2กข 8167",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
500,TY00300180,180,CHAMP DOUBLE CAB 2.5 G VN TURBO 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 G VN TURBO 2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2494.0000",2012,27,30,76,34,41,79,36,37,46,49,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 780,000 สีขาวราคา 773,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","270000.0000",2021-03-05 00:00:00.000,"1กส 8516",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
501,TY00300181,181,CHAMP DOUBLE CAB 2.5 E VN TURBO 4WD 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E VN TURBO 4WD 2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 6",35,"2494.0000",2012,27,29,76,34,73,79,36,37,74,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 833,000 สีขาวราคา 826,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","440000.0000",2017-09-26 00:00:00.000,"2กถ 8743",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
502,TY00300182,182,CHAMP DOUBLE CAB 3.0 G 4WD 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 3.0 G 4WD 2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2982.0000",2012,27,29,80,34,41,79,36,37,46,49,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 959,000 สีขาวราคา 952,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","405000.0000",2019-05-21 00:00:00.000,ฮม 5180,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
503,TY00300183,183,CHAMP DOUBLE CAB 3.0 G 5A/T 4WD 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 3.0 G 5A/T 4WD 2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2982.0000",2012,28,29,80,34,41,79,36,37,46,49,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 999,000 สีขาวราคา 992,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","400000.0000",2021-05-14 00:00:00.000,"1กบ 7167",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
504,TY00300184,184,CHAMP DOUBLE CAB 2.5 E IC PRERUNNER 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E IC PRERUNNER 2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2494.0000",2012,27,30,76,34,73,79,36,37,74,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 767,000 สีขาวราคา 760,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","440000.0000",2016-08-04 00:00:00.000,ฆอ 762,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
505,TY00300185,185,CHAMP DOUBLE CAB 2.5 E VN TURBO PRERUNNER  2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E VN TURBO PRERUNNER  2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2494.0000",2012,27,30,76,34,73,79,36,37,46,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 802,000 สีขาวราคา 795,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","452000.0000",2016-08-04 00:00:00.000,"1กส 8475",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
506,TY00300186,186,CHAMP DOUBLE CAB 2.5 E VN TURBO PRERUNNER (NA)2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E VN TURBO PRERUNNER (NA)2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2494.0000",2012,27,30,76,34,0,79,36,37,46,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 846,000 สีขาวราคา 839,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
507,TY00300187,187,CHAMP DOUBLE CAB 2.5 E 5A/T VN TURBO PRERUNNER2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.5 E 5A/T VN TURBO PRERUNNER2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2494.0000",2012,28,30,76,34,73,79,36,37,46,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 847,000 สีขาวราคา 840,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","388000.0000",2019-05-07 00:00:00.000,"2กด 7600",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
508,TY00300188,188,CHAMPDOUBLECAB 2.5E 5A/T VNTURBO PRERUNNER(NA)2012,TOYOTA HILUX VIGO CHAMPDOUBLECAB 2.5E 5A/T VNTURBO PRERUNNER(NA)2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2494.0000",2012,28,30,76,34,73,79,36,37,46,67,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 891,000 สีขาวราคา 884,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
509,TY00300189,189,CHAMP DOUBLE CAB 3.0 G PRERUNNER 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 3.0 G PRERUNNER 2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2982.0000",2012,27,30,76,34,41,79,36,37,46,49,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 872,000 สีขาวราคา 865,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","330000.0000",2020-01-03 00:00:00.000,"2กผ 1180",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
510,TY00300190,190,CHAMP DOUBLE CAB 3.0 G 5A/T PRERUNNER 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 3.0 G 5A/T PRERUNNER 2012,"เครื่องเสียง พร้อมจอสัมผัสขนาด 6.1""MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX DVD 1 แผ่น ,ลำโพง 6",35,"2982.0000",2012,28,30,76,34,41,79,36,37,46,49,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 925,000 สีขาวราคา 918,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","310000.0000",2018-10-19 00:00:00.000,"1กอ 1385",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
511,TY00300191,191,CHAMP DOUBLE CAB 2.7 E 2012,TOYOTA HILUX VIGO CHAMP DOUBLE CAB 2.7 E 2012,"เครื่องเสียง แบบ 2 DIN วิทยุ AM/FM เครื่องเล่นแผ่นพร้อม MP3 / WMA ช่องต่ออุปกรณ์ USB/AUX CD 1 แผ่น ,ลำโพง 4",35,"2694.0000",2012,27,30,76,34,73,79,36,37,74,67,"76.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 732,000 สีขาวราคา 725,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","233645.0000",2018-11-14 00:00:00.000,"2กข 8165",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
512,TY00100066,66,"3.0 V A/T 4WD DVD&NAVIGATOR FULL TIME 2012",TOYOTA FORTUNER 3.0 V A/T 4WD DVD&NAVIGATOR FULL TIME 2012,"",31,"2982.0000",2012,28,81,84,34,41,79,36,37,46,56,"65.0000",ดีเชล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 1,437,000 สีขาวมุกราคา 1,449,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","620000.0000",2021-12-24 00:00:00.000,"1กม 3845",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
513,TY00100067,67,"3.0 V A/T 2WD DVD&NAVIGATOR 2012",TOYOTA FORTUNER 3.0 V A/T 2WD DVD&NAVIGATOR 2012,"",31,"2982.0000",2012,28,30,84,34,41,79,36,37,46,56,"65.0000",ดีเชล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 1,362,000 สีขาวมุกราคา 1,374,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","790000.0000",2016-02-18 00:00:00.000,"1กฎ 7620",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
514,TY00100068,68,"2.7 V A/T 2WD DVD&NAVIGATOR 2012",TOYOTA FORTUNER 2.7 V A/T 2WD DVD&NAVIGATOR 2012,"",31,"2694.0000",2012,28,30,84,34,41,79,36,0,46,56,"65.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1254000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
515,TY00100069,69,"2.5 G A/T VN TURBO 2WD 2012",TOYOTA FORTUNER 2.5 G A/T VN TURBO 2WD 2012,"",31,"2494.0000",2012,28,30,84,34,57,79,36,37,46,56,"65.0000",ดีเชล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1179000.0000","484000.0000",2020-03-23 00:00:00.000,"1กบ 5784",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
516,TY00100070,70,"2.5 G M/T VN TURBO 2WD 2012",TOYOTA FORTUNER 2.5 G M/T VN TURBO 2WD 2012,"",31,"2494.0000",2012,27,30,47,34,57,79,36,37,46,56,"65.0000",ดีเชล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1085000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
517,TY00300192,192,CHAMP STANDARD CAB 2.5 J IC PS 2012,TOYOTA HILUX VIGO CHAMP STANDARD CAB 2.5 J IC PS 2012,"วิทยุ 2 DIN CD 1 แผ่น MP3 และ WMA ,ลำโพง 2",35,"2494.0000",2012,27,30,72,35,73,45,36,37,74,75,"76.0000",ดีเซล,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 534,000 สีขาวราคา 527,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","190000.0000",2021-09-17 00:00:00.000,ฒฬ 7594,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
518,HDH100033,33,"2.0 EL Navi MODEL 2012",HONDA CIVIC 2.0 EL Navi MODEL 2012,วิทยุ-ซีดี MP3 แบบ 1 แผ่น ลำโพง 4 ตัว ทวีตเตอร์ 2 ตัว,11,"1997.0000",2012,28,31,101,34,41,79,36,38,46,51,"57.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1124000.0000","492000.0000",2017-02-07 00:00:00.000,ฆฬ 3984,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
519,TY01200122,122,"1.5 G A/T IVORY 2012",TOYOTA VIOS 1.5 G A/T IVORY 2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","690000.0000","178000.0000",2020-06-09 00:00:00.000,"1กญ 5784",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
520,TY01200123,123,"1.5 G A/T DARK GREY 2012",TOYOTA VIOS 1.5 G A/T DARK GREY 2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","690000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
521,TY01200124,124,"1.5 E A/T IVORY (Improvement) 2012",TOYOTA VIOS 1.5 E A/T IVORY (Improvement) 2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","626000.0000","160000.0000",2020-07-13 00:00:00.000,"1กฎ 2084",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
522,TY01200125,125,"1.5 E A/T DARK GREY (Improvement) 2012",TOYOTA VIOS 1.5 E A/T DARK GREY (Improvement) 2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","626000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
523,TY01200126,126,"1.5 E M/T IVORY (Improvement) 2012",TOYOTA VIOS 1.5 E M/T IVORY (Improvement) 2012,"",40,"1497.0000",2012,27,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","591000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
524,TY01200127,127,"1.5 E M/T DARK GREY (Improvement) 2012",TOYOTA VIOS 1.5 E M/T DARK GREY (Improvement) 2012,"",40,"1497.0000",2012,27,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","591000.0000","268000.0000",2016-08-09 00:00:00.000,"1กฬ 8051",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
525,TY01200128,128,"1.5 J A/T DARK GREY (Improvement) 2012",TOYOTA VIOS 1.5 J A/T DARK GREY (Improvement) 2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,46,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","581000.0000","237000.0000",2019-05-21 00:00:00.000,"1กธ 2710",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
526,TY01200129,129,"1.5 J A/T DARK GREY STANDARD(Improvement)2012",TOYOTA VIOS 1.5 J A/T DARK GREY STANDARD(Improvement)2012,"",40,"1497.0000",2012,28,0,0,0,41,0,0,0,74,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","566000.0000","0.0000",,,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
527,TY01200130,130,"1.5 J M/T DARK GREY STANDARD(Improvement)2012",TOYOTA VIOS 1.5 J M/T DARK GREY STANDARD(Improvement)2012,"",40,"1497.0000",2012,27,0,0,0,41,0,0,0,74,0,"0.0000","",0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","531000.0000","208000.0000",2017-12-19 00:00:00.000,"1กฌ 6082",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
528,FR63PHL00003,3,"2.3L 4x4 AT XLT+",FORD Escape 2.3L 4x4 AT XLT+,วิทยุพร้อมเครื่องเล่น CD/MP3 แบบ 6 แผ่น ลำโพง 6 ขนาดล้อ 16 นิ้ว,101,"2261.0000",2012,28,29,108,34,41,44,36,0,46,90,"61.0000",E20,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","518000.0000",2014-06-26 00:00:00.000,ฆฮ 8402,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
529,TY00100071,71,"3.0 V A/T 2WD (50th)",TOYOTA FORTUNER 3.0 V A/T 2WD (50th),"",31,"2982.0000",2012,28,30,70,34,41,79,36,37,46,56,"65.0000",ดีเชล,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1379000.0000","774000.0000",2016-03-01 00:00:00.000,ฆศ 4007,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
530,JGXJL00001,1,"3.0 V6 DIESEL PORTFOLIO Long Wheelbase",JAGUAR XJ 3.0 V6 DIESEL PORTFOLIO Long Wheelbase,"",17,"2993.0000",2012,28,30,60,34,0,79,36,38,46,90,"82.0000",ดีเชล,0,0,0,0,0,0,"9100000.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","11000000.0000","2074766.0000",2017-12-20 00:00:00.000,"6กฌ 2245",1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
531,TY00300193,193,CHAMP STANDARD CAB 2.7 J PS 2012,TOYOTA HILUX VIGO CHAMP STANDARD CAB 2.7 J PS 2012,"วิทยุ 2 DIN CD 1 แผ่น MP3 และ WMA ,ลำโพง 2",35,"2694.0000",2012,27,30,0,35,73,45,36,37,74,75,"76.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","สีMetalic ราคา 534,000 สีขาวราคา 527,000 บาท","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","224000.0000",2016-08-17 00:00:00.000,ฒพ 1821,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
532,TY01300081,81,"2.0 V A/T",TOYOTA INNOVA 2.0 V A/T,เครื่องเล่นด้านหน้า DVD/CD 1 แผ่น MP3/WMA พร้อมจอ LCD แบบสัมผัส ขนาด 6.1 นิ้ว ด้านหลัง จอ LCD  ขนาด 10.2 นิ้ว,36,"1998.0000",2011,28,30,84,34,0,79,36,37,46,67,"55.0000",เบนซิน,0,0,0,0,0,0,"0.0000","","","","","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1079000.0000","498000.0000",2018-04-24 00:00:00.000,ฆอ 5832,1,"","","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000",50
