"id","Brand","Version","Detail","Price"
23,ไม่ระบุ,ไม่ระบุ,"","0.0000"
24,BENZ,ไม่ระบุ,"","0.0000"
25,BMW,ไม่ระบุ,"","0.0000"
26,BOSCH,ไม่ระบุ,"","0.0000"
27,FORD,ไม่ระบุ,"","0.0000"
28,HINO,ไม่ระบุ,"","0.0000"
29,HONDA,ไม่ระบุ,"","0.0000"
30,HYUNDAI,ไม่ระบุ,"","0.0000"
31,MG,ไม่ระบุ,"","0.0000"
32,MITSUBISHI,ไม่ระบุ,"","0.0000"
33,NISSAN,ไม่ระบุ,"","0.0000"
34,TOYOTA,ไม่ระบุ,"","0.0000"
35,VOLVO,ไม่ระบุ,"","0.0000"
36,LEXUS,ไม่ระบุ,"","0.0000"
