"ClassTime_ID","DBCarClass_ID","Period_ID"
90285,936,84
90286,936,85
90287,936,87
90288,936,86
90289,936,88
90290,936,102
90291,936,98
90292,936,99
90293,936,100
90294,936,101
90295,936,103
90296,936,106
90297,936,104
90298,936,105
90299,936,107
90300,936,1
90357,865,3
90358,865,5
90359,865,7
90360,865,9
90361,865,11
90362,865,13
90363,865,15
90364,865,17
90365,865,19
90366,865,21
90367,865,54
90368,865,55
90369,865,56
90370,865,57
90371,865,58
90372,865,59
90373,865,60
90374,865,62
90375,865,61
90376,865,63
90377,865,64
90378,865,65
90379,865,66
90380,865,67
90381,865,68
90382,865,69
90383,865,70
90384,865,71
90385,865,72
90386,865,73
90387,865,74
90388,865,75
90389,865,79
90390,865,77
90391,865,81
90392,865,76
90393,865,78
90394,865,80
90395,865,83
90396,865,82
90397,865,84
90398,865,85
90399,865,87
90400,865,86
90401,865,88
90402,865,102
90403,865,98
90404,865,99
90405,865,100
90406,865,101
90407,865,103
90408,865,106
90409,865,104
90410,865,105
90411,865,107
90412,865,1
90469,864,3
90470,864,5
90471,864,7
90472,864,9
90473,864,11
90474,864,13
90475,864,15
90476,864,17
90477,864,19
90478,864,21
90479,864,54
90480,864,55
90481,864,56
90482,864,57
90483,864,58
90484,864,59
90485,864,60
90486,864,62
90487,864,61
90488,864,63
90489,864,64
90490,864,65
90491,864,66
90492,864,67
90493,864,68
90494,864,69
90495,864,70
90496,864,71
90497,864,72
90498,864,73
90499,864,74
90500,864,75
90501,864,79
90502,864,77
90503,864,81
90504,864,76
90505,864,78
90506,864,80
90507,864,83
90508,864,82
90509,864,84
90510,864,85
90511,864,87
90512,864,86
90513,864,88
90514,864,102
90515,864,98
90516,864,99
90517,864,100
90518,864,101
90519,864,103
90520,864,106
90521,864,104
90522,864,105
90523,864,107
90524,864,1
90525,866,3
90526,866,5
90527,866,7
90528,866,9
90529,866,11
90530,866,13
90531,866,15
90532,866,17
90533,866,19
90534,866,21
90535,866,54
90536,866,55
90537,866,56
90538,866,57
90539,866,58
90540,866,59
90541,866,60
90542,866,62
90543,866,61
90544,866,63
90545,866,64
90546,866,65
90547,866,66
90548,866,67
90549,866,68
90550,866,69
90551,866,70
90552,866,71
90553,866,72
90554,866,73
90555,866,74
90556,866,75
90557,866,79
90558,866,77
90559,866,81
90560,866,76
90561,866,78
90562,866,80
90563,866,83
90564,866,82
90565,866,84
90566,866,85
90567,866,87
90568,866,86
90569,866,88
90570,866,102
90571,866,98
90572,866,99
90573,866,100
90574,866,101
90575,866,103
90576,866,106
90577,866,104
90578,866,105
90579,866,107
90580,866,1
90581,962,3
90582,962,5
90583,962,7
90584,962,9
90585,962,11
90586,962,13
90587,962,15
90588,962,17
90589,962,19
90590,962,21
90591,962,54
90592,962,55
90593,962,56
90594,962,57
90595,962,58
90596,962,59
90597,962,60
90598,962,62
90599,962,61
90600,962,63
90601,962,64
90602,962,65
90603,962,66
90604,962,67
90605,962,68
90606,962,69
90607,962,70
90608,962,71
90609,962,72
90610,962,73
90611,962,74
90612,962,75
90613,962,79
90614,962,77
90615,962,81
90616,962,76
90617,962,78
90618,962,80
90619,962,83
90620,962,82
90621,962,84
90622,962,85
90623,962,87
90624,962,86
90625,962,88
90626,962,102
90627,962,98
90628,962,99
90629,962,100
90630,962,101
90631,962,103
90632,962,106
90633,962,104
90634,962,105
90635,962,107
90636,962,1
90693,870,3
90694,870,5
90695,870,7
90696,870,9
90697,870,11
90698,870,13
90699,870,15
90700,870,17
90701,870,19
90702,870,21
90703,870,54
90704,870,55
90705,870,56
90706,870,57
90707,870,58
90708,870,59
90709,870,60
90710,870,62
90711,870,61
90712,870,63
90713,870,64
90714,870,65
90715,870,66
90716,870,67
90717,870,68
90718,870,69
90719,870,70
90720,870,71
90721,870,72
90722,870,73
90723,870,74
90724,870,75
90725,870,79
90726,870,77
90727,870,81
90728,870,76
90729,870,78
90730,870,80
90731,870,83
90732,870,82
90733,870,84
90734,870,85
90735,870,87
90736,870,86
90737,870,88
90738,870,102
90739,870,98
90740,870,99
90741,870,100
90742,870,101
90743,870,103
90744,870,106
90745,870,104
90746,870,105
90747,870,107
90748,870,1
90749,869,3
90750,869,5
90751,869,7
90752,869,9
90753,869,11
90754,869,13
90755,869,15
90756,869,17
90757,869,19
90758,869,21
90759,869,54
90760,869,55
90761,869,56
90762,869,57
90763,869,58
90764,869,59
90765,869,60
90766,869,62
90767,869,61
90768,869,63
90769,869,64
90770,869,65
90771,869,66
90772,869,67
90773,869,68
90774,869,69
90775,869,70
90776,869,71
90777,869,72
90778,869,73
90779,869,74
90780,869,75
90781,869,79
90782,869,77
90783,869,81
90784,869,76
90785,869,78
90786,869,80
90787,869,83
90788,869,82
90789,869,84
90790,869,85
90791,869,87
90792,869,86
90793,869,88
90794,869,102
90795,869,98
90796,869,99
90797,869,100
90798,869,101
90799,869,103
90800,869,106
90801,869,104
90802,869,105
90803,869,107
90804,869,1
90805,937,3
90806,937,5
90807,937,7
90808,937,9
90809,937,11
90810,937,13
90811,937,15
90812,937,17
90813,937,19
90814,937,21
90815,937,54
90816,937,55
90817,937,56
90818,937,57
90819,937,58
90820,937,59
90821,937,60
90822,937,62
90823,937,61
90824,937,63
90825,937,64
90826,937,65
90827,937,66
90828,937,67
90829,937,68
90830,937,69
90831,937,70
90832,937,71
90833,937,72
90834,937,73
90835,937,74
90836,937,75
90837,937,79
90838,937,77
90839,937,81
90840,937,76
90841,937,78
90842,937,80
90843,937,83
90844,937,82
90845,937,84
90846,937,85
90847,937,87
90848,937,86
90849,937,88
90850,937,102
90851,937,98
90852,937,99
90853,937,100
90854,937,101
90855,937,103
90856,937,106
90857,937,104
90858,937,105
90859,937,107
90860,937,1
90861,863,3
90862,863,5
90863,863,7
90864,863,9
90865,863,11
90866,863,13
90867,863,15
90868,863,17
90869,863,19
90870,863,21
90871,863,54
90872,863,55
90873,863,56
90874,863,57
90875,863,58
90876,863,59
90877,863,60
90878,863,62
90879,863,61
90880,863,63
90881,863,64
90882,863,65
90883,863,66
90884,863,67
90885,863,68
90886,863,69
90887,863,70
90888,863,71
90889,863,72
90890,863,73
90891,863,74
90892,863,75
90893,863,79
90894,863,77
90895,863,81
90896,863,76
90897,863,78
90898,863,80
90899,863,83
90900,863,82
90901,863,84
90902,863,85
90903,863,87
90904,863,86
90905,863,88
90906,863,102
90907,863,98
90908,863,99
90909,863,100
90910,863,101
90911,863,103
90912,863,106
90913,863,104
90914,863,105
90915,863,107
90916,863,1
90973,868,3
90974,868,5
90975,868,7
90976,868,9
90977,868,11
90978,868,13
90979,868,15
90980,868,17
90981,868,19
90982,868,21
90983,868,54
90984,868,55
90985,868,56
90986,868,57
90987,868,58
90988,868,59
90989,868,60
90990,868,62
90991,868,61
90992,868,63
90993,868,64
90994,868,65
90995,868,66
90996,868,67
90997,868,68
90998,868,69
90999,868,70
91000,868,71
91001,868,72
91002,868,73
91003,868,74
91004,868,75
91005,868,79
91006,868,77
91007,868,81
91008,868,76
91009,868,78
91010,868,80
91011,868,83
91012,868,82
91013,868,84
91014,868,85
91015,868,87
91016,868,86
91017,868,88
91018,868,102
91019,868,98
91020,868,99
91021,868,100
91022,868,101
91023,868,103
91024,868,106
91025,868,104
91026,868,105
91027,868,107
91028,868,1
91029,871,3
91030,871,5
91031,871,7
91032,871,9
91033,871,11
91034,871,13
91035,871,15
91036,871,17
91037,871,19
91038,871,21
91039,871,54
91040,871,55
91041,871,56
91042,871,57
91043,871,58
91044,871,59
91045,871,60
91046,871,62
91047,871,61
91048,871,63
91049,871,64
91050,871,65
91051,871,66
91052,871,67
91053,871,68
91054,871,69
91055,871,70
91056,871,71
91057,871,72
91058,871,73
91059,871,74
91060,871,75
91061,871,79
91062,871,77
91063,871,81
91064,871,76
91065,871,78
91066,871,80
91067,871,83
91068,871,82
91069,871,84
91070,871,85
91071,871,87
91072,871,86
91073,871,88
91074,871,102
91075,871,98
91076,871,99
91077,871,100
91078,871,101
91079,871,103
91080,871,106
91081,871,104
91082,871,105
91083,871,107
91084,871,1
91085,938,3
91086,938,5
91087,938,7
91088,938,9
91089,938,11
91090,938,13
91091,938,15
91092,938,17
91093,938,19
91094,938,21
91095,938,54
91096,938,55
91097,938,56
91098,938,57
91099,938,58
91100,938,59
91101,938,60
91102,938,62
91103,938,61
91104,938,63
91105,938,64
91106,938,65
91107,938,66
91108,938,67
91109,938,68
91110,938,69
91111,938,70
91112,938,71
91113,938,72
91114,938,73
91115,938,74
91116,938,75
91117,938,79
91118,938,77
91119,938,81
91120,938,76
91121,938,78
91122,938,80
91123,938,83
91124,938,82
91125,938,84
91126,938,85
91127,938,87
91128,938,86
91129,938,88
91130,938,102
91131,938,98
91132,938,99
91133,938,100
91134,938,101
91135,938,103
91136,938,106
91137,938,104
91138,938,105
91139,938,107
91140,938,1
91141,779,3
91142,779,5
91143,779,7
91144,779,9
91145,779,11
91146,779,13
91147,779,15
91148,779,17
91149,779,19
91150,779,21
91151,779,54
91152,779,55
91153,779,56
91154,779,57
91155,779,58
91156,779,59
91157,779,60
91158,779,62
91159,779,61
91160,779,63
91161,779,64
91162,779,65
91163,779,66
91164,779,67
91165,779,68
91166,779,69
91167,779,70
91168,779,71
91169,779,72
91170,779,73
91171,779,74
91172,779,75
91173,779,79
91174,779,77
91175,779,81
91176,779,76
91177,779,78
91178,779,80
91179,779,83
91180,779,82
91181,779,84
91182,779,85
91183,779,87
91184,779,86
91185,779,88
91186,779,102
91187,779,98
91188,779,99
91189,779,100
91190,779,101
91191,779,103
91192,779,106
91193,779,104
91194,779,105
91195,779,107
91196,779,1
91197,778,3
91198,778,5
91199,778,7
91200,778,9
91201,778,11
91202,778,13
91203,778,15
91204,778,17
91205,778,19
91206,778,21
91207,778,54
91208,778,55
91209,778,56
91210,778,57
91211,778,58
91212,778,59
91213,778,60
91214,778,62
91215,778,61
91216,778,63
91217,778,64
91218,778,65
91219,778,66
91220,778,67
91221,778,68
91222,778,69
91223,778,70
91224,778,71
91225,778,72
91226,778,73
91227,778,74
91228,778,75
91229,778,79
91230,778,77
91231,778,81
91232,778,76
91233,778,78
91234,778,80
91235,778,83
91236,778,82
91237,778,84
91238,778,85
91239,778,87
91240,778,86
91241,778,88
91242,778,102
91243,778,98
91244,778,99
91245,778,100
91246,778,101
91247,778,103
91248,778,106
91249,778,104
91250,778,105
91251,778,107
91252,778,1
91253,782,3
91254,782,5
91255,782,7
91256,782,9
91257,782,11
91258,782,13
91259,782,15
91260,782,17
91261,782,19
91262,782,21
91263,782,54
91264,782,55
91265,782,56
91266,782,57
91267,782,58
91268,782,59
91269,782,60
91270,782,62
91271,782,61
91272,782,63
91273,782,64
91274,782,65
91275,782,66
91276,782,67
91277,782,68
91278,782,69
91279,782,70
91280,782,71
91281,782,72
91282,782,73
91283,782,74
91284,782,75
91285,782,79
91286,782,77
91287,782,81
91288,782,76
91289,782,78
91290,782,80
91291,782,83
91292,782,82
91293,782,84
91294,782,85
91295,782,87
91296,782,86
91297,782,88
91298,782,102
91299,782,98
91300,782,99
91301,782,100
91302,782,101
91303,782,103
91304,782,106
91305,782,104
91306,782,105
91307,782,107
91308,782,1
91309,783,3
91310,783,5
91311,783,7
91312,783,9
91313,783,11
91314,783,13
91315,783,15
91316,783,17
91317,783,19
91318,783,21
91319,783,54
91320,783,55
91321,783,56
91322,783,57
91323,783,58
91324,783,59
91325,783,60
91326,783,62
91327,783,61
91328,783,63
91329,783,64
91330,783,65
91331,783,66
91332,783,67
91333,783,68
91334,783,69
91335,783,70
91336,783,71
91337,783,72
91338,783,73
91339,783,74
91340,783,75
91341,783,79
91342,783,77
91343,783,81
91344,783,76
91345,783,78
91346,783,80
91347,783,83
91348,783,82
91349,783,84
91350,783,85
91351,783,87
91352,783,86
91353,783,88
91354,783,102
91355,783,98
91356,783,99
91357,783,100
91358,783,101
91359,783,103
91360,783,106
91361,783,104
91362,783,105
91363,783,107
91364,783,1
91365,781,3
91366,781,5
91367,781,7
91368,781,9
91369,781,11
91370,781,13
91371,781,15
91372,781,17
91373,781,19
91374,781,21
91375,781,54
91376,781,55
91377,781,56
91378,781,57
91379,781,58
91380,781,59
91381,781,60
91382,781,62
91383,781,61
91384,781,63
91385,781,64
91386,781,65
91387,781,66
91388,781,67
91389,781,68
91390,781,69
91391,781,70
91392,781,71
91393,781,72
91394,781,73
91395,781,74
91396,781,75
91397,781,79
91398,781,77
91399,781,81
91400,781,76
91401,781,78
91402,781,80
91403,781,83
91404,781,82
91405,781,84
91406,781,85
91407,781,87
91408,781,86
91409,781,88
91410,781,102
91411,781,98
91412,781,99
91413,781,100
91414,781,101
91415,781,103
91416,781,106
91417,781,104
91418,781,105
91419,781,107
91420,781,1
91477,777,3
91478,777,5
91479,777,7
91480,777,9
91481,777,11
91482,777,13
91483,777,15
91484,777,17
91485,777,19
91486,777,21
91487,777,54
91488,777,55
91489,777,56
91490,777,57
91491,777,58
91492,777,59
91493,777,60
91494,777,62
91495,777,61
91496,777,63
91497,777,64
91498,777,65
91499,777,66
91500,777,67
91501,777,68
91502,777,69
91503,777,70
91504,777,71
91505,777,72
91506,777,73
91507,777,74
91508,777,75
91509,777,79
91510,777,77
91511,777,81
91512,777,76
91513,777,78
91514,777,80
91515,777,83
91516,777,82
91517,777,84
91518,777,85
91519,777,87
91520,777,86
91521,777,88
91522,777,102
91523,777,98
91524,777,99
91525,777,100
91526,777,101
91527,777,103
91528,777,106
91529,777,104
91530,777,105
91531,777,107
91532,777,1
91533,780,3
91534,780,5
91535,780,7
91536,780,9
91537,780,11
91538,780,13
91539,780,15
91540,780,17
91541,780,19
91542,780,21
91543,780,54
91544,780,55
91545,780,56
91546,780,57
91547,780,58
91548,780,59
91549,780,60
91550,780,62
91551,780,61
91552,780,63
91553,780,64
91554,780,65
91555,780,66
91556,780,67
91557,780,68
91558,780,69
91559,780,70
91560,780,71
91561,780,72
91562,780,73
91563,780,74
91564,780,75
91565,780,79
91566,780,77
91567,780,81
91568,780,76
91569,780,78
91570,780,80
91571,780,83
91572,780,82
91573,780,84
91574,780,85
91575,780,87
91576,780,86
91577,780,88
91578,780,102
91579,780,98
91580,780,99
91581,780,100
91582,780,101
91583,780,103
91584,780,106
91585,780,104
91586,780,105
91587,780,107
91588,780,1
91589,784,3
91590,784,5
91591,784,7
91592,784,9
91593,784,11
91594,784,13
91595,784,15
91596,784,17
91597,784,19
91598,784,21
91599,784,54
91600,784,55
91601,784,56
91602,784,57
91603,784,58
91604,784,59
91605,784,60
91606,784,62
91607,784,61
91608,784,63
91609,784,64
91610,784,65
91611,784,66
91612,784,67
91613,784,68
91614,784,69
91615,784,70
91616,784,71
91617,784,72
91618,784,73
91619,784,74
91620,784,75
91621,784,79
91622,784,77
91623,784,81
91624,784,76
91625,784,78
91626,784,80
91627,784,83
91628,784,82
91629,784,84
91630,784,85
91631,784,87
91632,784,86
91633,784,88
91634,784,102
91635,784,98
91636,784,99
91637,784,100
91638,784,101
91639,784,103
91640,784,106
91641,784,104
91642,784,105
91643,784,107
91644,784,1
91645,1003,3
91646,1003,5
91647,1003,7
91648,1003,9
91649,1003,11
91650,1003,13
91651,1003,15
91652,1003,17
91653,1003,19
91654,1003,21
91655,1003,54
91656,1003,55
91657,1003,56
91658,1003,57
91659,1003,58
91660,1003,59
91661,1003,60
91662,1003,62
91663,1003,61
91664,1003,63
91665,1003,64
91666,1003,65
91667,1003,66
91668,1003,67
91669,1003,68
91670,1003,69
91671,1003,70
91672,1003,71
91673,1003,72
91674,1003,73
91675,1003,74
91676,1003,75
91677,1003,79
91678,1003,77
91679,1003,81
91680,1003,76
91681,1003,78
91682,1003,80
91683,1003,83
91684,1003,82
91685,1003,84
91686,1003,85
91687,1003,87
91688,1003,86
91689,1003,88
91690,1003,102
91691,1003,98
91692,1003,99
91693,1003,100
91694,1003,101
91695,1003,103
91696,1003,106
91697,1003,104
91698,1003,105
91699,1003,107
91700,1003,1
91701,1002,3
91702,1002,5
91703,1002,7
91704,1002,9
91705,1002,11
91706,1002,13
91707,1002,15
91708,1002,17
91709,1002,19
91710,1002,21
91711,1002,54
91712,1002,55
91713,1002,56
91714,1002,57
91715,1002,58
91716,1002,59
91717,1002,60
91718,1002,62
91719,1002,61
91720,1002,63
91721,1002,64
91722,1002,65
91723,1002,66
91724,1002,67
91725,1002,68
91726,1002,69
91727,1002,70
91728,1002,71
91729,1002,72
91730,1002,73
91731,1002,74
91732,1002,75
91733,1002,79
91734,1002,77
91735,1002,81
91736,1002,76
91737,1002,78
91738,1002,80
91739,1002,83
91740,1002,82
91741,1002,84
91742,1002,85
91743,1002,87
91744,1002,86
91745,1002,88
91746,1002,102
91747,1002,98
91748,1002,99
91749,1002,100
91750,1002,101
91751,1002,103
91752,1002,106
91753,1002,104
91754,1002,105
91755,1002,107
91756,1002,1
91757,999,3
91758,999,5
91759,999,7
91760,999,9
91761,999,11
91762,999,13
91763,999,15
91764,999,17
91765,999,19
91766,999,21
91767,999,54
91768,999,55
91769,999,56
91770,999,57
91771,999,58
91772,999,59
91773,999,60
91774,999,62
91775,999,61
91776,999,63
91777,999,64
91778,999,65
91779,999,66
91780,999,67
91781,999,68
91782,999,69
91783,999,70
91784,999,71
91785,999,72
91786,999,73
91787,999,74
91788,999,75
91789,999,79
91790,999,77
91791,999,81
91792,999,76
91793,999,78
91794,999,80
91795,999,83
91796,999,82
91797,999,84
91798,999,85
91799,999,87
91800,999,86
91801,999,88
91802,999,102
91803,999,98
91804,999,99
91805,999,100
91806,999,101
91807,999,103
91808,999,106
91809,999,104
91810,999,105
91811,999,107
91812,999,1
91813,1000,3
91814,1000,5
91815,1000,7
91816,1000,9
91817,1000,11
91818,1000,13
91819,1000,15
91820,1000,17
91821,1000,19
91822,1000,21
91823,1000,54
91824,1000,55
91825,1000,56
91826,1000,57
91827,1000,58
91828,1000,59
91829,1000,60
91830,1000,62
91831,1000,61
91832,1000,63
91833,1000,64
91834,1000,65
91835,1000,66
91836,1000,67
91837,1000,68
91838,1000,69
91839,1000,70
91840,1000,71
91841,1000,72
91842,1000,73
91843,1000,74
91844,1000,75
91845,1000,79
91846,1000,77
91847,1000,81
91848,1000,76
91849,1000,78
91850,1000,80
91851,1000,83
91852,1000,82
91853,1000,84
91854,1000,85
91855,1000,87
91856,1000,86
91857,1000,88
91858,1000,102
91859,1000,98
91860,1000,99
91861,1000,100
91862,1000,101
91863,1000,103
91864,1000,106
91865,1000,104
91866,1000,105
91867,1000,107
91868,1000,1
91869,998,3
91870,998,5
91871,998,7
91872,998,9
91873,998,11
91874,998,13
91875,998,15
91876,998,17
91877,998,19
91878,998,21
91879,998,54
91880,998,55
91881,998,56
91882,998,57
91883,998,58
91884,998,59
91885,998,60
91886,998,62
91887,998,61
91888,998,63
91889,998,64
91890,998,65
91891,998,66
91892,998,67
91893,998,68
91894,998,69
91895,998,70
91896,998,71
91897,998,72
91898,998,73
91899,998,74
91900,998,75
91901,998,79
91902,998,77
91903,998,81
91904,998,76
91905,998,78
91906,998,80
91907,998,83
91908,998,82
91909,998,84
91910,998,85
91911,998,87
91912,998,86
91913,998,88
91914,998,102
91915,998,98
91916,998,99
91917,998,100
91918,998,101
91919,998,103
91920,998,106
91921,998,104
91922,998,105
91923,998,107
91924,998,1
91925,997,3
91926,997,5
91927,997,7
91928,997,9
91929,997,11
91930,997,13
91931,997,15
91932,997,17
91933,997,19
91934,997,21
91935,997,54
91936,997,55
91937,997,56
91938,997,57
91939,997,58
91940,997,59
91941,997,60
91942,997,62
91943,997,61
91944,997,63
91945,997,64
91946,997,65
91947,997,66
91948,997,67
91949,997,68
91950,997,69
91951,997,70
91952,997,71
91953,997,72
91954,997,73
91955,997,74
91956,997,75
91957,997,79
91958,997,77
91959,997,81
91960,997,76
91961,997,78
91962,997,80
91963,997,83
91964,997,82
91965,997,84
91966,997,85
91967,997,87
91968,997,86
91969,997,88
91970,997,102
91971,997,98
91972,997,99
91973,997,100
91974,997,101
91975,997,103
91976,997,106
91977,997,104
91978,997,105
91979,997,107
91980,997,1
91981,1004,3
91982,1004,5
91983,1004,7
91984,1004,9
91985,1004,11
91986,1004,13
91987,1004,15
91988,1004,17
91989,1004,19
91990,1004,21
91991,1004,54
91992,1004,55
91993,1004,56
91994,1004,57
91995,1004,58
91996,1004,59
91997,1004,60
91998,1004,62
91999,1004,61
92000,1004,63
92001,1004,64
92002,1004,65
92003,1004,66
92004,1004,67
92005,1004,68
92006,1004,69
92007,1004,70
92008,1004,71
92009,1004,72
92010,1004,73
92011,1004,74
92012,1004,75
92013,1004,79
92014,1004,77
92015,1004,81
92016,1004,76
92017,1004,78
92018,1004,80
92019,1004,83
92020,1004,82
92021,1004,84
92022,1004,85
92023,1004,87
92024,1004,86
92025,1004,88
92026,1004,102
92027,1004,98
92028,1004,99
92029,1004,100
92030,1004,101
92031,1004,103
92032,1004,106
92033,1004,104
92034,1004,105
92035,1004,107
92036,1004,1
92037,1005,3
92038,1005,5
92039,1005,7
92040,1005,9
92041,1005,11
92042,1005,13
92043,1005,15
92044,1005,17
92045,1005,19
92046,1005,21
92047,1005,54
92048,1005,55
92049,1005,56
92050,1005,57
92051,1005,58
92052,1005,59
92053,1005,60
92054,1005,62
92055,1005,61
92056,1005,63
92057,1005,64
92058,1005,65
92059,1005,66
92060,1005,67
92061,1005,68
92062,1005,69
92063,1005,70
92064,1005,71
92065,1005,72
92066,1005,73
92067,1005,74
92068,1005,75
92069,1005,79
92070,1005,77
92071,1005,81
92072,1005,76
92073,1005,78
92074,1005,80
92075,1005,83
92076,1005,82
92077,1005,84
92078,1005,85
92079,1005,87
92080,1005,86
92081,1005,88
92082,1005,102
92083,1005,98
92084,1005,99
92085,1005,100
92086,1005,101
92087,1005,103
92088,1005,106
92089,1005,104
92090,1005,105
92091,1005,107
92092,1005,1
92093,1001,3
92094,1001,5
92095,1001,7
92096,1001,9
92097,1001,11
92098,1001,13
92099,1001,15
92100,1001,17
92101,1001,19
92102,1001,21
92103,1001,54
92104,1001,55
92105,1001,56
92106,1001,57
92107,1001,58
92108,1001,59
92109,1001,60
92110,1001,62
92111,1001,61
92112,1001,63
92113,1001,64
92114,1001,65
92115,1001,66
92116,1001,67
92117,1001,68
92118,1001,69
92119,1001,70
92120,1001,71
92121,1001,72
92122,1001,73
92123,1001,74
92124,1001,75
92125,1001,79
92126,1001,77
92127,1001,81
92128,1001,76
92129,1001,78
92130,1001,80
92131,1001,83
92132,1001,82
92133,1001,84
92134,1001,85
92135,1001,87
92136,1001,86
92137,1001,88
92138,1001,102
92139,1001,98
92140,1001,99
92141,1001,100
92142,1001,101
92143,1001,103
92144,1001,106
92145,1001,104
92146,1001,105
92147,1001,107
92148,1001,1
92149,996,3
92150,996,5
92151,996,7
92152,996,9
92153,996,11
92154,996,13
92155,996,15
92156,996,17
92157,996,19
92158,996,21
92159,996,54
92160,996,55
92161,996,56
92162,996,57
92163,996,58
92164,996,59
92165,996,60
92166,996,62
92167,996,61
92168,996,63
92169,996,64
92170,996,65
92171,996,66
92172,996,67
92173,996,68
92174,996,69
92175,996,70
92176,996,71
92177,996,72
92178,996,73
92179,996,74
92180,996,75
92181,996,79
92182,996,77
92183,996,81
92184,996,76
92185,996,78
92186,996,80
92187,996,83
92188,996,82
92189,996,84
92190,996,85
92191,996,87
92192,996,86
92193,996,88
92194,996,102
92195,996,98
92196,996,99
92197,996,100
92198,996,101
92199,996,103
92200,996,106
92201,996,104
92202,996,105
92203,996,107
92204,996,1
92205,853,3
92206,853,5
92207,853,7
92208,853,9
92209,853,11
92210,853,13
92211,853,15
92212,853,17
92213,853,19
92214,853,21
92215,853,54
92216,853,55
92217,853,56
92218,853,57
92219,853,58
92220,853,59
92221,853,60
92222,853,62
92223,853,61
92224,853,63
92225,853,64
92226,853,65
92227,853,66
92228,853,67
92229,853,68
92230,853,69
92231,853,70
92232,853,71
92233,853,72
92234,853,73
92235,853,74
92236,853,75
92237,853,79
92238,853,77
92239,853,81
92240,853,76
92241,853,78
92242,853,80
92243,853,83
92244,853,82
92245,853,84
92246,853,85
92247,853,87
92248,853,86
92249,853,88
92250,853,102
92251,853,98
92252,853,99
92253,853,100
92254,853,101
92255,853,103
92256,853,106
92257,853,104
92258,853,105
92259,853,107
92260,853,1
92261,932,3
92262,932,5
92263,932,7
92264,932,9
92265,932,11
92266,932,13
92267,932,15
92268,932,17
92269,932,19
92270,932,21
92271,932,54
92272,932,55
92273,932,56
92274,932,57
92275,932,58
92276,932,59
92277,932,60
92278,932,62
92279,932,61
92280,932,63
92281,932,64
92282,932,65
92283,932,66
92284,932,67
92285,932,68
92286,932,69
92287,932,70
92288,932,71
92289,932,72
92290,932,73
92291,932,74
92292,932,75
92293,932,79
92294,932,77
92295,932,81
92296,932,76
92297,932,78
92298,932,80
92299,932,83
92300,932,82
92301,932,84
92302,932,85
92303,932,87
92304,932,86
92305,932,88
92306,932,102
92307,932,98
92308,932,99
92309,932,100
92310,932,101
92311,932,103
92312,932,106
92313,932,104
92314,932,105
92315,932,107
92316,932,1
92317,767,3
92318,767,5
92319,767,7
92320,767,9
92321,767,11
92322,767,13
92323,767,15
92324,767,17
92325,767,19
92326,767,21
92327,767,54
92328,767,55
92329,767,56
92330,767,57
92331,767,58
92332,767,59
92333,767,60
92334,767,62
92335,767,61
92336,767,63
92337,767,64
92338,767,65
92339,767,66
92340,767,67
92341,767,68
92342,767,69
92343,767,70
92344,767,71
92345,767,72
92346,767,73
92347,767,74
92348,767,75
92349,767,79
92350,767,77
92351,767,81
92352,767,76
92353,767,78
92354,767,80
92355,767,83
92356,767,82
92357,767,84
92358,767,85
92359,767,87
92360,767,86
92361,767,88
92362,767,102
92363,767,98
92364,767,99
92365,767,100
92366,767,101
92367,767,103
92368,767,106
92369,767,104
92370,767,105
92371,767,107
92372,767,1
92373,850,3
92374,850,5
92375,850,7
92376,850,9
92377,850,11
92378,850,13
92379,850,15
92380,850,17
92381,850,19
92382,850,21
92383,850,54
92384,850,55
92385,850,56
92386,850,57
92387,850,58
92388,850,59
92389,850,60
92390,850,62
92391,850,61
92392,850,63
92393,850,64
92394,850,65
92395,850,66
92396,850,67
92397,850,68
92398,850,69
92399,850,70
92400,850,71
92401,850,72
92402,850,73
92403,850,74
92404,850,75
92405,850,79
92406,850,77
92407,850,81
92408,850,76
92409,850,78
92410,850,80
92411,850,83
92412,850,82
92413,850,84
92414,850,85
92415,850,87
92416,850,86
92417,850,88
92418,850,102
92419,850,98
92420,850,99
92421,850,100
92422,850,101
92423,850,103
92424,850,106
92425,850,104
92426,850,105
92427,850,107
92428,850,1
92541,852,3
92542,852,5
92543,852,7
92544,852,9
92545,852,11
92546,852,13
92547,852,15
92548,852,17
92549,852,19
92550,852,21
92551,852,54
92552,852,55
92553,852,56
92554,852,57
92555,852,58
92556,852,59
92557,852,60
92558,852,62
92559,852,61
92560,852,63
92561,852,64
92562,852,65
92563,852,66
92564,852,67
92565,852,68
92566,852,69
92567,852,70
92568,852,71
92569,852,72
92570,852,73
92571,852,74
92572,852,75
92573,852,79
92574,852,77
92575,852,81
92576,852,76
92577,852,78
92578,852,80
92579,852,83
92580,852,82
92581,852,84
92582,852,85
92583,852,87
92584,852,86
92585,852,88
92586,852,102
92587,852,98
92588,852,99
92589,852,100
92590,852,101
92591,852,103
92592,852,106
92593,852,104
92594,852,105
92595,852,107
92596,852,1
92653,766,3
92654,766,5
92655,766,7
92656,766,9
92657,766,11
92658,766,13
92659,766,15
92660,766,17
92661,766,19
92662,766,21
92663,766,54
92664,766,55
92665,766,56
92666,766,57
92667,766,58
92668,766,59
92669,766,60
92670,766,62
92671,766,61
92672,766,63
92673,766,64
92674,766,65
92675,766,66
92676,766,67
92677,766,68
92678,766,69
92679,766,70
92680,766,71
