branch_name,location_name,can_origin,can_stopover,can_destination
Pattaya Branch Branch,เมืองสุราษฎร์ธานี,1,1,1
Pattaya Branch Branch,เมืองระนอง,1,1,1
Pattaya Branch Branch,เมืองชุมพร,1,1,1
Pattaya Branch Branch,เมืองสงขลา,1,1,1
Pattaya Branch Branch,เมืองสตูล,1,1,1
Pattaya Branch Branch,เมืองตรัง,1,1,1
Pattaya Branch Branch,เมืองพัทลุง,1,1,1
Phuket Branch,พื้นที่เขตชั้นใน,1,1,1
Phuket Branch,สนามบินสุวรรณภูมิ,1,1,1
Phuket Branch,สนามบินดอนเมือง,1,1,1
Phuket Branch,ทรู ลีสซิ่งสาขาลาดกระบัง,1,1,1
Phuket Branch,บางบ่อ,1,1,1
Phuket Branch,บางพลี,1,1,1
Phuket Branch,พระประแดง,1,1,1
Phuket Branch,พระสมุทรเจดีย์,1,1,1
Phuket Branch,บางเสาธง,1,1,1
Phuket Branch,เมืองนนทบุรี,1,1,1
Phuket Branch,เมืองปทุมธานี,1,1,1
Phuket Branch,พระนครศรีอยุธยา,1,1,1
Phuket Branch,เมืองอ่างทอง,1,1,1
Phuket Branch,เมืองลพบุรี,1,1,1
Phuket Branch,เมืองสิงห์บุรี,1,1,1
Phuket Branch,อินทร์บุรี,1,1,1
Phuket Branch,เมืองชัยนาท,1,1,1
Phuket Branch,เมืองสระบุรี,1,1,1
Phuket Branch,เมืองชลบุรี,1,1,1
Phuket Branch,เมืองระยอง,1,1,1
Phuket Branch,เมืองจันทบุรี,1,1,1
Phuket Branch,เมืองตราด,1,1,1
Phuket Branch,เมืองฉะเชิงเทรา,1,1,1
Phuket Branch,เมืองปราจีนบุรี,1,1,1
Phuket Branch,เมืองนครนายก,1,1,1
Phuket Branch,เมืองสระแก้ว,1,1,1
Phuket Branch,เขาใหญ่,1,1,1
Phuket Branch,เมืองบุรีรัมย์,1,1,1
Phuket Branch,เมืองสุรินทร์,1,1,1
Phuket Branch,เมืองศรีสะเกษ,1,1,1
Phuket Branch,เมืองอุบลราชธานี,1,1,1
Phuket Branch,เมืองยโสธร,1,1,1
Phuket Branch,เมืองชัยภูมิ,1,1,1
Phuket Branch,เมืองอำนาจเจริญ,1,1,1
Phuket Branch,เมืองบึงกาฬ,1,1,1
Phuket Branch,เมืองหนองบัวลำภู,1,1,1
Phuket Branch,เมืองขอนแก่น,1,1,1
Phuket Branch,เมืองอุดรธานี,1,1,1
Phuket Branch,เมืองเลย,1,1,1
Phuket Branch,เมืองหนองคาย,1,1,1
Phuket Branch,เมืองมหาสารคาม,1,1,1
Phuket Branch,เมืองร้อยเอ็ด,1,1,1
Phuket Branch,เมืองกาฬสินธุ์,1,1,1
Phuket Branch,เมืองสกลนคร,1,1,1
Phuket Branch,เมืองนครพนม,1,1,1
Phuket Branch,เมืองมุกดาหาร,1,1,1
Phuket Branch,เมืองเชียงใหม่,1,1,1
Phuket Branch,สนามบินเชียงใหม่,1,1,1
Phuket Branch,สถานีรถไฟเชียงใหม่,1,1,1
Phuket Branch,สถานีขนส่งเชียงใหม่ (อาเขต),1,1,1
Phuket Branch,เซ็นทรัล เฟสติวัล เชียงใหม่,1,1,1
Phuket Branch,จอมทอง,1,1,1
Phuket Branch,แม่แจ่ม,1,1,1
Phuket Branch,เชียงดาว,1,1,1
Phuket Branch,ดอยสะเก็ด,1,1,1
Phuket Branch,แม่แตง,1,1,1
Phuket Branch,แม่ริม,1,1,1
Phuket Branch,สะเมิง,1,1,1
Phuket Branch,ฝาง,1,1,1
Phuket Branch,แม่อาย,1,1,1
Phuket Branch,พร้าว,1,1,1
Phuket Branch,สันป่าตอง,1,1,1
Phuket Branch,สันกำแพง,1,1,1
Phuket Branch,สันทราย,1,1,1
Phuket Branch,หางดง,1,1,1
Phuket Branch,ฮอด,1,1,1
Phuket Branch,ดอยเต่า,1,1,1
Phuket Branch,อมก๋อย,1,1,1
Phuket Branch,สารภี,1,1,1
Phuket Branch,เวียงแหง,1,1,1
Phuket Branch,ไชยปราการ,1,1,1
Phuket Branch,แม่วาง,1,1,1
Phuket Branch,แม่ออน,1,1,1
Phuket Branch,ดอยหล่อ,1,1,1
Phuket Branch,กัลยาณิวัฒนา,1,1,1
Phuket Branch,เมืองลำพูน,1,1,1
Phuket Branch,เมืองลำปาง,1,1,1
Phuket Branch,เมืองอุตรดิตถ์,1,1,1
Phuket Branch,เมืองแพร่,1,1,1
Phuket Branch,เมืองน่าน,1,1,1
Phuket Branch,เมืองพะเยา,1,1,1
Phuket Branch,เมืองเชียงราย,1,1,1
Phuket Branch,สนามบินเชียงราย,1,1,1
Phuket Branch,เมืองแม่ฮ่องสอน,1,1,1
Phuket Branch,เมืองนครสวรรค์,1,1,1
Phuket Branch,เมืองอุทัยธานี,1,1,1
Phuket Branch,เมืองกำแพงเพชร,1,1,1
Phuket Branch,เมืองตาก,1,1,1
Phuket Branch,เมืองสุโขทัย,1,1,1
Phuket Branch,เมืองพิษณุโลก,1,1,1
Phuket Branch,เมืองพิจิตร,1,1,1
Phuket Branch,เมืองเพชรบูรณ์,1,1,1
Phuket Branch,เมืองราชบุรี,1,1,1
Phuket Branch,เมืองกาญจนบุรี,1,1,1
Phuket Branch,เมืองสุพรรณบุรี,1,1,1
Phuket Branch,เมืองนครปฐม,1,1,1
Phuket Branch,เมืองสมุทรสาคร,1,1,1
Phuket Branch,เมืองสมุทรสงคราม,1,1,1
Phuket Branch,เมืองเพชรบุรี,1,1,1
Phuket Branch,เมืองประจวบคีรีขันธ์,1,1,1
Phuket Branch,หัวหิน,1,1,1
Phuket Branch,เมืองนครศรีธรรมราช,1,1,1
Phuket Branch,เมืองกระบี่,1,1,1
Phuket Branch,เมืองพังงา,1,1,1
Phuket Branch,เมืองภูเก็ต,1,1,1
Phuket Branch,กะทู้,1,1,1
Phuket Branch,ถลาง,1,1,1
Phuket Branch,สนามบินภูเก็ต,1,1,1
Phuket Branch,เมืองสุราษฎร์ธานี,1,1,1
Phuket Branch,เมืองระนอง,1,1,1
Phuket Branch,เมืองชุมพร,1,1,1
Phuket Branch,เมืองสงขลา,1,1,1
Phuket Branch,เมืองสตูล,1,1,1
Phuket Branch,เมืองตรัง,1,1,1
Phuket Branch,เมืองพัทลุง,1,1,1
Prapadaeng Branch,พื้นที่เขตชั้นใน,1,1,1
Prapadaeng Branch,สนามบินสุวรรณภูมิ,1,1,1
Prapadaeng Branch,สนามบินดอนเมือง,1,1,1
Prapadaeng Branch,ทรู ลีสซิ่งสาขาลาดกระบัง,1,1,1
Prapadaeng Branch,บางบ่อ,1,1,1
Prapadaeng Branch,บางพลี,1,1,1
Prapadaeng Branch,พระประแดง,1,1,1
Prapadaeng Branch,พระสมุทรเจดีย์,1,1,1
Prapadaeng Branch,บางเสาธง,1,1,1
Prapadaeng Branch,เมืองนนทบุรี,1,1,1
Prapadaeng Branch,เมืองปทุมธานี,1,1,1
Prapadaeng Branch,พระนครศรีอยุธยา,1,1,1
Prapadaeng Branch,เมืองอ่างทอง,1,1,1
Prapadaeng Branch,เมืองลพบุรี,1,1,1
Prapadaeng Branch,เมืองสิงห์บุรี,1,1,1
Prapadaeng Branch,อินทร์บุรี,1,1,1
Prapadaeng Branch,เมืองชัยนาท,1,1,1
Prapadaeng Branch,เมืองสระบุรี,1,1,1
Prapadaeng Branch,เมืองชลบุรี,1,1,1
Prapadaeng Branch,เมืองระยอง,1,1,1
Prapadaeng Branch,เมืองจันทบุรี,1,1,1
Prapadaeng Branch,เมืองตราด,1,1,1
Prapadaeng Branch,เมืองฉะเชิงเทรา,1,1,1
Prapadaeng Branch,เมืองปราจีนบุรี,1,1,1
Prapadaeng Branch,เมืองนครนายก,1,1,1
Prapadaeng Branch,เมืองสระแก้ว,1,1,1
Prapadaeng Branch,เขาใหญ่,1,1,1
Prapadaeng Branch,เมืองบุรีรัมย์,1,1,1
Prapadaeng Branch,เมืองสุรินทร์,1,1,1
Prapadaeng Branch,เมืองศรีสะเกษ,1,1,1
Prapadaeng Branch,เมืองอุบลราชธานี,1,1,1
Prapadaeng Branch,เมืองยโสธร,1,1,1
Prapadaeng Branch,เมืองชัยภูมิ,1,1,1
Prapadaeng Branch,เมืองอำนาจเจริญ,1,1,1
Prapadaeng Branch,เมืองบึงกาฬ,1,1,1
Prapadaeng Branch,เมืองหนองบัวลำภู,1,1,1
Prapadaeng Branch,เมืองขอนแก่น,1,1,1
Prapadaeng Branch,เมืองอุดรธานี,1,1,1
Prapadaeng Branch,เมืองเลย,1,1,1
Prapadaeng Branch,เมืองหนองคาย,1,1,1
Prapadaeng Branch,เมืองมหาสารคาม,1,1,1
Prapadaeng Branch,เมืองร้อยเอ็ด,1,1,1
Prapadaeng Branch,เมืองกาฬสินธุ์,1,1,1
Prapadaeng Branch,เมืองสกลนคร,1,1,1
Prapadaeng Branch,เมืองนครพนม,1,1,1
Prapadaeng Branch,เมืองมุกดาหาร,1,1,1
Prapadaeng Branch,เมืองเชียงใหม่,1,1,1
Prapadaeng Branch,สนามบินเชียงใหม่,1,1,1
Prapadaeng Branch,สถานีรถไฟเชียงใหม่,1,1,1
Prapadaeng Branch,สถานีขนส่งเชียงใหม่ (อาเขต),1,1,1
Prapadaeng Branch,เซ็นทรัล เฟสติวัล เชียงใหม่,1,1,1
Prapadaeng Branch,จอมทอง,1,1,1
Prapadaeng Branch,แม่แจ่ม,1,1,1
Prapadaeng Branch,เชียงดาว,1,1,1
Prapadaeng Branch,ดอยสะเก็ด,1,1,1
Prapadaeng Branch,แม่แตง,1,1,1
Prapadaeng Branch,แม่ริม,1,1,1
Prapadaeng Branch,สะเมิง,1,1,1
Prapadaeng Branch,ฝาง,1,1,1
Prapadaeng Branch,แม่อาย,1,1,1
Prapadaeng Branch,พร้าว,1,1,1
Prapadaeng Branch,สันป่าตอง,1,1,1
Prapadaeng Branch,สันกำแพง,1,1,1
Prapadaeng Branch,สันทราย,1,1,1
Prapadaeng Branch,หางดง,1,1,1
Prapadaeng Branch,ฮอด,1,1,1
Prapadaeng Branch,ดอยเต่า,1,1,1
Prapadaeng Branch,อมก๋อย,1,1,1
Prapadaeng Branch,สารภี,1,1,1
Prapadaeng Branch,เวียงแหง,1,1,1
Prapadaeng Branch,ไชยปราการ,1,1,1
Prapadaeng Branch,แม่วาง,1,1,1
Prapadaeng Branch,แม่ออน,1,1,1
Prapadaeng Branch,ดอยหล่อ,1,1,1
Prapadaeng Branch,กัลยาณิวัฒนา,1,1,1
Prapadaeng Branch,เมืองลำพูน,1,1,1
Prapadaeng Branch,เมืองลำปาง,1,1,1
Prapadaeng Branch,เมืองอุตรดิตถ์,1,1,1
Prapadaeng Branch,เมืองแพร่,1,1,1
Prapadaeng Branch,เมืองน่าน,1,1,1
Prapadaeng Branch,เมืองพะเยา,1,1,1
Prapadaeng Branch,เมืองเชียงราย,1,1,1
Prapadaeng Branch,สนามบินเชียงราย,1,1,1
Prapadaeng Branch,เมืองแม่ฮ่องสอน,1,1,1
Prapadaeng Branch,เมืองนครสวรรค์,1,1,1
Prapadaeng Branch,เมืองอุทัยธานี,1,1,1
Prapadaeng Branch,เมืองกำแพงเพชร,1,1,1
Prapadaeng Branch,เมืองตาก,1,1,1
Prapadaeng Branch,เมืองสุโขทัย,1,1,1
Prapadaeng Branch,เมืองพิษณุโลก,1,1,1
Prapadaeng Branch,เมืองพิจิตร,1,1,1
Prapadaeng Branch,เมืองเพชรบูรณ์,1,1,1
Prapadaeng Branch,เมืองราชบุรี,1,1,1
Prapadaeng Branch,เมืองกาญจนบุรี,1,1,1
Prapadaeng Branch,เมืองสุพรรณบุรี,1,1,1
Prapadaeng Branch,เมืองนครปฐม,1,1,1
Prapadaeng Branch,เมืองสมุทรสาคร,1,1,1
Prapadaeng Branch,เมืองสมุทรสงคราม,1,1,1
Prapadaeng Branch,เมืองเพชรบุรี,1,1,1
Prapadaeng Branch,เมืองประจวบคีรีขันธ์,1,1,1
Prapadaeng Branch,หัวหิน,1,1,1
Prapadaeng Branch,เมืองนครศรีธรรมราช,1,1,1
Prapadaeng Branch,เมืองกระบี่,1,1,1
Prapadaeng Branch,เมืองพังงา,1,1,1
Prapadaeng Branch,เมืองภูเก็ต,1,1,1
Prapadaeng Branch,กะทู้,1,1,1
Prapadaeng Branch,ถลาง,1,1,1
Prapadaeng Branch,สนามบินภูเก็ต,1,1,1
Prapadaeng Branch,เมืองสุราษฎร์ธานี,1,1,1
Prapadaeng Branch,เมืองระนอง,1,1,1
Prapadaeng Branch,เมืองชุมพร,1,1,1
Prapadaeng Branch,เมืองสงขลา,1,1,1
Prapadaeng Branch,เมืองสตูล,1,1,1
Prapadaeng Branch,เมืองตรัง,1,1,1
Prapadaeng Branch,เมืองพัทลุง,1,1,1
