id,name,driver_wage_category_id,is_standard,wage_cal_type,wage_cal_day,wage_cal_time,is_special_wage,service_type_id,seq,status,created_at,updated_at,deleted_at,created_by,updated_by,deleted_by
25921885-c204-d3df-d317-1f514ba0a3aa,(ภูเก็ต) รถสไลด์ - ค่าบริการเพิ่มเติม (ข้อ 1),พขร - ค่าบริการเพิ่มเติม (ข้อ 1),1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
47f9aec0-a602-456f-c3e5-39d83b7cdef6,(เชียงใหม่-เชียงราย) รถสไลด์ - ค่าบริการดี,พขร - ค่าบริการดี,1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
53f8b445-6b56-7cf7-e94f-c934dcee33ff,(ภูเก็ต) รถสไลด์ - ค่าเที่ยว,พขร - ค่าเที่ยว,1,PER_TRIP,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
5783b5a8-efa1-1dfe-4d6b-69d555240cd0,(ภูเก็ต) รถสไลด์ - ค่าบริการเพิ่มเติม (ข้อ 2-5),พขร - ค่าบริการเพิ่มเติม (ข้อ 2-5),1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
70abe1dc-f663-bbb6-94d7-cb16eb0c4bc1,(เชียงใหม่-เชียงราย) รถสไลด์ - เงินเดือน,พขร - เงินเดือน,1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
7f694253-e5ef-bab6-5f51-69558dccd361,(ภูเก็ต) รถสไลด์ - ประกันค่าเที่ยว,พขร - ประกันค่าเที่ยว,1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
90647709-e8e0-f032-ecb9-c751f719ce45,(เชียงใหม่-เชียงราย) รถสไลด์ - ค่าบริการเพิ่มเติม (ข้อ 1),พขร - ค่าบริการเพิ่มเติม (ข้อ 1),1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:16:16,2023-05-22 23:16:16,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa7b6-5c00-4ab0-8b92-e25a943b342e,(กทม) รถสไลด์ - ค่าทำงานในวันหยุด,พขร - ค่าทำงานในวันหยุด,1,PER_DAY,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:13:28,2023-05-22 23:13:28,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa7d2-83d1-4005-bcd5-45093f79da70,(กทม) รถสไลด์ - ค่าที่พักต่างจังหวัดกรณีไปค้างคืน,พขร - ค่าที่พักต่างจังหวัดกรณีไปค้างคืน,1,PER_DAY,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:13:47,2023-05-22 23:13:47,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa7f1-015d-44bd-90ef-faac7cf43e56,(กทม) รถสไลด์ - ค่าบริการดี,พขร - ค่าบริการดี,1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:14:07,2023-05-22 23:14:07,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa815-2d69-4dbb-95e8-ba87865339e5,(กทม) รถสไลด์ - ค่าบริการเพิ่มเติม(ข้อ 1),พขร - ค่าบริการเพิ่มเติม(ข้อ 1),1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:14:31,2023-05-22 23:14:31,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa831-056a-4641-9320-46a882fa3fbe,(กทม) รถสไลด์ - ค่าบริการเพิ่มเติม(ข้อ 2-5),พขร - ค่าบริการเพิ่มเติม(ข้อ 2-5),1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:14:49,2023-05-22 23:14:49,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa878-790a-4cad-9cf5-a55cf2eeda81,(กทม) รถสไลด์ - ค่าประกันเที่ยว,พขร - ค่าประกันเที่ยว,1,PER_MONTH,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:15:36,2023-05-22 23:15:36,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
993aa895-17cb-4d07-b233-6f26c1487c15,(กทม) รถสไลด์ - ค่าเที่ยว,พขร - ค่าเที่ยว,1,PER_TRIP,ALL,ALL,0,รถสไลด์,100,1,2023-05-22 23:15:54,2023-05-22 23:15:54,NULL,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,97c792f9-e0c0-44d5-8ce2-f2ccf54b49d7,NULL
