id,Name,service_type_id (Name),calculate_type,standard_price,branch_id,booking_day_mon,booking_day_tue,booking_day_wed,booking_day_thu,booking_day_fri,booking_day_sat,booking_day_sun,start_booking_time,end_booking_time,reserve_booking_duration,start_date,end_date,is_used_application,fix_days,fix_return_time,status,created_at,updated_at,deleted_at,created_by,updated_by,deleted_by,GL Account
,บัส (2 Days 1 Night) Bangkok - Saraburi,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Phra Nakhon Si Ayutthaya,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Samut Songkhram,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Ang Thong,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Rayong,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Prachin Buri,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Ratchaburi,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Suphan Buri,บัส,FIXED," 26,108.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Sing Buri,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Kanchanaburi,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Lop Buri,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Phetchaburi,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Chanthaburi,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Sa Kaeo,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Chai Nat,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Uthai Thani,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Nakhon Sawan,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Nakhon Ratchasima (Khao Yai),บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Trat,บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (2 Days 1 Night) Bangkok - Prachuap Khiri Khan (Hua Hin),บัส,FIXED," 29,853.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Bangkok,บัส,FIXED," 33,170.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Bangkok Metropolitian Region,บัส,FIXED," 33,170.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Samut Prakan,บัส,FIXED," 33,170.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Samut Sakhon,บัส,FIXED," 33,170.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nakhon Pathom,บัส,FIXED," 33,170.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chachoengsao,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nonthaburi,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chon Buri,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Pathum Thani,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nakhon Nayok,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Saraburi,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phra Nakhon Si Ayutthaya,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Samut Songkhram,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Ang Thong,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Rayong,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Prachin Buri,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Ratchaburi,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Suphan Buri,บัส,FIXED," 37,878.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Sing Buri,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Kanchanaburi,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Lop Buri,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phetchaburi,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chanthaburi,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Sa Kaeo,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chai Nat,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Uthai Thani,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nakhon Sawan,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nakhon Ratchasima (Khao Yai),บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Trat,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Prachuap Khiri Khan (Hua Hin),บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phichit,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chaiyaphum,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phetchabun,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Kamphaeng Phet,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Buri Ram,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Tak,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phitsanulok,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Sukhothai,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Surin,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Khon Kaen,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Maha Sarakham,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Chumphon,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Uttaradit,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Roi Et,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nong Bua Lam Phu,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Si Sa Ket,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Loei,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Phrae,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Udon Thani,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Am Nat Charoen,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Ranong,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Ubon Ratchathani,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Lampang,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (3 Days 2 Nights) Bangkok - Nong Khai,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Bangkok,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Bangkok Metropolitian Region,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Samut Prakan,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Samut Sakhon,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Nakhon Pathom,บัส,FIXED," 42,693.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
,บัส (4 Days 3 Nights) Bangkok - Chachoengsao,บัส,FIXED," 48,792.00 ",สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,7/12/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL,Service revenue - car rental daily - external
